,Rd,Tt,g,ma,ms,dms
97,0.030126638671875,0.30918396875,0.95,0.1,10,0.5000000000000004
98,0.104784875,0.0329357578125,0.95,0.1,50,2.500000000000002
99,0.252812421875,0.005802171875,0.95,0.1,120,6.000000000000005
100,0.3554744375,0.00261068896484375,0.95,0.1,180,9.000000000000007
101,0.3856835625,0.00214992138671875,0.95,0.1,200,10.000000000000009
102,0.00702319091796875,0.536134625,0.95,0.5,1,0.050000000000000044
103,0.02030425,0.2025540625,0.95,0.5,10,0.5000000000000004
104,0.0861566328125,0.01977971875,0.95,0.5,50,2.500000000000002
105,0.212256984375,0.002960111572265625,0.95,0.5,120,6.000000000000005
106,0.3013700625,0.001151382568359375,0.95,0.5,180,9.000000000000007
107,0.32728275,0.0008812181396484375,0.95,0.5,200,10.000000000000009
108,0.003231656982421875,0.3232095625,0.95,1.0,1,0.050000000000000044
109,0.01393773828125,0.1202921953125,0.95,1.0,10,0.5000000000000004
110,0.069770109375,0.010589248046875,0.95,1.0,50,2.500000000000002
111,0.175747203125,0.0012992261962890626,0.95,1.0,120,6.000000000000005
112,0.25289328125,0.00043376077270507814,0.95,1.0,180,9.000000000000007
113,0.274834,0.00030788433837890624,0.95,1.0,200,10.000000000000009
114,0.0011066396484375,0.1179545859375,0.95,2.0,1,0.050000000000000044
115,0.0087111904296875,0.0420005703125,0.95,2.0,10,0.5000000000000004
116,0.0495008125,0.00307506396484375,0.95,2.0,50,2.500000000000002
117,0.12792396875,0.0002842917175292969,0.95,2.0,120,6.000000000000005
118,0.185692453125,7.559539794921875e-05,0.95,2.0,180,9.000000000000007
119,0.203132171875,4.174217224121094e-05,0.95,2.0,200,10.000000000000009
