,Rd,Tt,g,ma,ms,dms
0,0.015856802978515626,0.888143046875,0.9,0.01,1.0,0.09999999999999998
1,0.093773759765625,0.337934140625,0.9,0.01,10.0,0.9999999999999998
2,0.4668594921875,0.04766720703125,0.9,0.01,63.5,6.349999999999999
3,0.664383515625,0.0246673388671875,0.9,0.01,127.0,12.699999999999998
4,0.763419296875,0.01587931884765625,0.9,0.01,200.0,19.999999999999996
5,0.01488377685546875,0.80962390625,0.9,0.1,1.0,0.09999999999999998
6,0.085721337890625,0.3067691015625,0.9,0.1,10.0,0.9999999999999998
7,0.43423390625,0.0380019970703125,0.9,0.1,63.5,6.349999999999999
8,0.6182149609375,0.016129061279296874,0.9,0.1,127.0,12.699999999999998
9,0.712324921875,0.008702401123046875,0.9,0.1,200.0,19.999999999999996
10,0.008676226806640625,0.5401000390625,0.9,0.5,1.0,0.09999999999999998
11,0.0597766943359375,0.19103619140625,0.9,0.5,10.0,0.9999999999999998
12,0.32742701171875,0.0151808984375,0.9,0.5,63.5,6.349999999999999
13,0.47605515625,0.004058861389160156,0.9,0.5,127.0,12.699999999999998
14,0.5653325390625,0.001222567138671875,0.9,0.5,200.0,19.999999999999996
15,0.005437587280273437,0.3308480859375,0.9,0.9786,1.0,0.09999999999999998
16,0.0430718017578125,0.10958111328125,0.9,0.9786,10.0,0.9999999999999998
17,0.248125546875,0.005658646240234375,0.9,0.9786,63.5,6.349999999999999
18,0.378149453125,0.0009550111389160156,0.9,0.9786,127.0,12.699999999999998
19,0.4654180078125,0.00018867340087890626,0.9,0.9786,200.0,19.999999999999996
20,0.002802078857421875,0.117341669921875,0.9,2.0,1.0,0.09999999999999998
21,0.024554716796875,0.0347636279296875,0.9,2.0,10.0,0.9999999999999998
22,0.160163427734375,0.0008650379943847656,0.9,2.0,63.5,6.349999999999999
23,0.26658466796875,7.954660892486572e-05,0.9,2.0,127.0,12.699999999999998
24,0.3423608984375,9.045259952545166e-06,0.9,2.0,200.0,19.999999999999996
25,0.0141148876953125,0.905888046875,0.92,0.01,1.0,0.07999999999999996
26,0.07638041015625,0.4081146484375,0.92,0.01,10.0,0.7999999999999996
27,0.4030025,0.05984974609375,0.92,0.01,63.5,5.079999999999997
28,0.6054597265625,0.0296669970703125,0.92,0.01,127.0,10.159999999999995
29,0.71765359375,0.018523544921875,0.92,0.01,200.0,15.999999999999993
30,0.01257161376953125,0.828055078125,0.92,0.1,1.0,0.07999999999999996
31,0.068534208984375,0.3700990234375,0.92,0.1,10.0,0.7999999999999996
32,0.3738387109375,0.049324072265625,0.92,0.1,63.5,5.079999999999997
33,0.5594726953125,0.02174506103515625,0.92,0.1,127.0,10.159999999999995
34,0.6672009375,0.0123816455078125,0.92,0.1,200.0,15.999999999999993
35,0.007673757934570312,0.549903515625,0.92,0.5,1.0,0.07999999999999996
36,0.0489188671875,0.2337245703125,0.92,0.5,10.0,0.7999999999999996
37,0.2806084375,0.0212916796875,0.92,0.5,63.5,5.079999999999997
38,0.42790953125,0.0062834228515625,0.92,0.5,127.0,10.159999999999995
39,0.521695546875,0.0023123114013671874,0.92,0.5,200.0,15.999999999999993
40,0.004605650024414062,0.3386723046875,0.92,0.9786,1.0,0.07999999999999996
41,0.0335443505859375,0.137615615234375,0.92,0.9786,10.0,0.7999999999999996
42,0.2086575,0.008734022216796875,0.92,0.9786,63.5,5.079999999999997
43,0.336551796875,0.0017908525085449218,0.92,0.9786,127.0,10.159999999999995
44,0.423868046875,0.0004902896118164062,0.92,0.9786,200.0,15.999999999999993
45,0.002256934814453125,0.12032697265625,0.92,2.0,1.0,0.07999999999999996
46,0.019057415771484374,0.0444034765625,0.92,2.0,10.0,0.7999999999999996
47,0.13034927734375,0.001546913299560547,0.92,2.0,63.5,5.079999999999997
48,0.228092734375,0.0001835634422302246,0.92,2.0,127.0,10.159999999999995
49,0.30391875,2.6592681407928467e-05,0.92,2.0,200.0,15.999999999999993
50,0.0130252685546875,0.916743671875,0.93,0.01,1.0,0.06999999999999995
51,0.0662649365234375,0.451790234375,0.93,0.01,10.0,0.6999999999999995
52,0.36288109375,0.068864765625,0.93,0.01,63.5,4.444999999999997
53,0.5683371484375,0.034013115234375,0.93,0.01,127.0,8.889999999999993
54,0.687306484375,0.0218083642578125,0.93,0.01,200.0,13.99999999999999
55,0.011309888916015625,0.836953671875,0.93,0.1,1.0,0.06999999999999995
56,0.060322265625,0.408906171875,0.93,0.1,10.0,0.6999999999999995
57,0.3377377734375,0.0558423583984375,0.93,0.1,63.5,4.444999999999997
58,0.5268922265625,0.0260817724609375,0.93,0.1,127.0,8.889999999999993
59,0.637046640625,0.01449240478515625,0.93,0.1,200.0,13.99999999999999
60,0.006410399169921875,0.55692,0.93,0.5,1.0,0.06999999999999995
61,0.041185556640625,0.26197556640625,0.93,0.5,10.0,0.6999999999999995
62,0.2511101171875,0.02600311279296875,0.93,0.5,63.5,4.444999999999997
63,0.3974446875,0.0081642041015625,0.93,0.5,127.0,8.889999999999993
64,0.495964765625,0.003101781311035156,0.93,0.5,200.0,13.99999999999999
65,0.003897606506347656,0.34387828125,0.93,0.9786,1.0,0.06999999999999995
66,0.02938148681640625,0.154396005859375,0.93,0.9786,10.0,0.6999999999999995
67,0.1877215234375,0.011202891845703125,0.93,0.9786,63.5,4.444999999999997
68,0.3120415234375,0.0025407237243652344,0.93,0.9786,127.0,8.889999999999993
69,0.3959791015625,0.0006621956634521484,0.93,0.9786,200.0,13.99999999999999
70,0.0018615345764160156,0.121632548828125,0.93,2.0,1.0,0.06999999999999995
71,0.01624026611328125,0.0503609423828125,0.93,2.0,10.0,0.6999999999999995
72,0.114455625,0.0022690570068359373,0.93,2.0,63.5,4.444999999999997
73,0.206955703125,0.00028699975967407226,0.93,2.0,127.0,8.889999999999993
74,0.27993427734375,4.948667526245117e-05,0.93,2.0,200.0,13.99999999999999
75,0.0106078466796875,0.93514421875,0.95,0.01,1.0,0.050000000000000044
76,0.05093076171875,0.560410078125,0.95,0.01,10.0,0.5000000000000004
77,0.27402701171875,0.096338701171875,0.95,0.01,63.5,3.175000000000003
78,0.4696151953125,0.047877060546875,0.95,0.01,127.0,6.350000000000006
79,0.6027558984375,0.030142255859375,0.95,0.01,200.0,10.000000000000009
80,0.008963875732421875,0.8544553125,0.95,0.1,1.0,0.050000000000000044
81,0.0451301220703125,0.509623515625,0.95,0.1,10.0,0.5000000000000004
82,0.254428671875,0.081983701171875,0.95,0.1,63.5,3.175000000000003
83,0.433985078125,0.0379546142578125,0.95,0.1,127.0,6.350000000000006
84,0.5574059375,0.02205454833984375,0.95,0.1,200.0,10.000000000000009
85,0.005400909423828125,0.5704206640625,0.95,0.5,1.0,0.050000000000000044
86,0.0301127099609375,0.3307153515625,0.95,0.5,10.0,0.5000000000000004
87,0.185273125,0.0436249560546875,0.95,0.5,63.5,3.175000000000003
88,0.3262801953125,0.01473537109375,0.95,0.5,127.0,6.350000000000006
89,0.427848984375,0.006501776123046875,0.95,0.5,200.0,10.000000000000009
90,0.002837581787109375,0.3511116015625,0.95,0.9786,1.0,0.050000000000000044
91,0.0207310009765625,0.1976500390625,0.95,0.9786,10.0,0.5000000000000004
92,0.1363803125,0.020455943603515624,0.95,0.9786,63.5,3.175000000000003
93,0.24818076171875,0.005678428955078125,0.95,0.9786,127.0,6.350000000000006
94,0.3308145703125,0.0019225082397460937,0.95,0.9786,200.0,10.000000000000009
95,0.0013953744506835937,0.12553853515625,0.95,2.0,1.0,0.050000000000000044
96,0.01155754150390625,0.066420361328125,0.95,2.0,10.0,0.5000000000000004
97,0.082479560546875,0.004867693176269531,0.95,2.0,63.5,3.175000000000003
98,0.158170703125,0.0008365997314453125,0.95,2.0,127.0,6.350000000000006
99,0.22539654296875,0.00017798612594604492,0.95,2.0,200.0,10.000000000000009
